id,company_id/id,name,active,color,job_id/id,job_title,work_phone,mobile_phone,work_email,work_contact_id/id,private_street,private_city,private_zip,private_country_id/id,private_phone,private_email,lang,country_id/id,gender,marital,spouse_complete_name,spouse_birthdate,children,place_of_birth,birthday,identification_id,certificate,study_field,study_school,emergency_contact,emergency_phone,km_home_work,employee_type,barcode,pin,departure_description,contract_warning,first_contract_date,hourly_cost,x_studio_ot_month,employee_token,registration_number,timesheet_manager_id/id,x_studio_ot_rate,x_studio_employee_rate,billable_time_target
hr_employee_test_employee,base.main_company,TEST Employee,1,0,,,0112 687 916,,testemployee@jinasena.com.lk,,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,<p><br></p>,1,,0.0,0.0,40a126fb-01af-451b-a4f7-41dba502a6c2,,,0.0,0.0,0.0
hr_employee_test_employee_31,base.main_company,TEST Employee,1,0,,,0112 687 916,,,,,,,,0111212354,PO_Inv@jinasena.com.lk,en_US,,,single,,,0,,,,other,,,,,0,employee,,,<p><br></p>,1,,0.0,0.0,59fba4af-44e4-44e4-99fa-b98e33757407,,,0.0,0.0,0.0
hr_employee_test_alice_johnson,base.main_company,Test - Alice Johnson,1,0,Jinasena_MasterData_HR.hr_job_test_software_engineer,Test - Software Engineer,0112 687 916,,alice.johnson@test-jinasena.com,Jinasena_MasterData_Common.res_partner_test_alice_johnson,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,2026-01-01,0.0,0.0,68e9f8c6-18dd-4b9a-804a-3ca9408596b6,,,0.0,0.0,0.0
hr_employee_test_bob_williams,base.main_company,Test - Bob Williams,1,0,Jinasena_MasterData_HR.hr_job_test_hr_manager,Test - HR Manager,0112 687 916,,bob.williams@test-jinasena.com,Jinasena_MasterData_Common.res_partner_test_bob_williams,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,2026-01-01,0.0,0.0,5ce97a86-082c-43d7-beab-094bfb8e9d17,,,0.0,0.0,0.0
hr_employee_test_carol_davis,base.main_company,Test - Carol Davis,1,0,Jinasena_MasterData_HR.hr_job_test_finance_manager,Test - Finance Manager,0112 687 916,,carol.davis@test-jinasena.com,Jinasena_MasterData_Common.res_partner_test_carol_davis,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,2026-01-01,0.0,0.0,55e62c90-0435-4c45-8c05-f700d632d047,,,0.0,0.0,0.0
hr_employee_test_david_chen,base.main_company,Test - David Chen,1,0,Jinasena_MasterData_HR.hr_job_test_payroll_specialist,Test - Payroll Specialist,0112 687 916,,david.chen@test-jinasena.com,Jinasena_MasterData_Common.res_partner_test_david_chen,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,2026-01-01,0.0,0.0,195f7490-7272-4933-b8b1-b610f4ca1da1,,,0.0,0.0,0.0
hr_employee_test_employee_1_e2e_1774858427492_270,base.main_company,Test Employee 1 [E2E-1774858427492-270],1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_test_employee_1_e2e_1774858427492_270,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,E2E-1774858427492-270-EMP1,,,,2026-03-30,0.0,0.0,e0a440b7-a943-404b-8797-5b418c0b9cc4,,,448.4,61.27,0.0
hr_employee_test_employee_1_e2e_1774859271812_944,base.main_company,Test Employee 1 [E2E-1774859271812-944],1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_test_employee_1_e2e_1774859271812_944,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,E2E-1774859271812-944-EMP1,,,,2026-03-30,0.0,0.0,a9f84b3f-0061-4eb3-99cf-ff51096d1bd0,,,416.97,246.14,0.0
hr_employee_test_employee_2_e2e_1774858427492_270,base.main_company,Test Employee 2 [E2E-1774858427492-270],1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_test_employee_2_e2e_1774858427492_270,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,E2E-1774858427492-270-EMP2,,,,2026-03-30,0.0,0.0,b94c2f2f-5317-40f7-8784-3beb9c86d6dd,,,283.7,232.3,0.0
hr_employee_test_employee_2_e2e_1774859271812_944,base.main_company,Test Employee 2 [E2E-1774859271812-944],1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_test_employee_2_e2e_1774859271812_944,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,E2E-1774859271812-944-EMP2,,,,2026-03-30,0.0,0.0,d66aa37f-e7c5-4cf9-971a-6a0fdda4a10a,,,134.23,252.13,0.0
hr_employee_test_purchasing_user_local,base.main_company,Test Purchasing User - Local,1,0,,,0112 687 916,,test@jinasena.com.lk,,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,07b3471f-70ba-401f-b84d-fbe33d3ecd96,,,0.0,0.0,0.0
hr_employee_tharaka_herath,base.main_company,Tharaka Herath,1,0,,,0112 687 916,,tharaka.h@jinasena.com.lk,Jinasena_MasterData_Common.res_partner_tharaka_herath,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,114ee1d3-f1a0-46d0-88b4-066f258418d9,,,0.0,0.0,0.0
hr_employee_thushan_basnayake,base.main_company,Thushan Basnayake,1,0,,Hardware Technician,0112 687 916,0740600216,thushan.m@jinasena.com.lk,,,,,,,,,base.lk,male,single,,,0,,,,other,IT Hardware,,,,22,employee,,1201413,,1,,0.0,0.0,ebdc68a6-af8c-4fad-87e8-d2e3ee848bd2,,base.user_admin,0.0,0.0,0.0
hr_employee_uesr2,base.main_company,Uesr2,1,0,,,0112 687 916,,user2@jinasena.com.lk,,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,<p><br></p>,,2024-05-06,0.0,0.0,0740b4be-a6ff-4572-9d9a-3f7359a9d949,,,1.1,0.0,0.0
hr_employee_user1,base.main_company,User1,1,0,,,0112 687 916,,user1@jinasena.com.lk,,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,<p><br></p>,,2024-05-06,0.0,0.0,0364838a-dfa9-493a-9bcb-bec8c41d14d7,,,1.5,0.0,0.0
hr_employee_c1774340901344_pay_employee,base.main_company,[C1774340901344] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774340901344_pay_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,c0120072-65dd-4cbf-8552-76e8cdfaa158,,,0.0,0.0,0.0
hr_employee_c1774340901344_pay_employee_746,base.main_company,[C1774340901344] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774340901344_pay_employee_7337,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,5532d75d-4b66-4c75-bcc7-ba36b1cff13e,,,0.0,0.0,0.0
hr_employee_c1774341313437_pay_employee,base.main_company,[C1774341313437] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774341313437_pay_employee_7340,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,a0d93b8d-8c0b-4f00-bd40-1e603c7e6ffb,,,0.0,0.0,0.0
hr_employee_c1774341313437_pay_employee_750,base.main_company,[C1774341313437] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774341313437_pay_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,a5b4190c-d61e-4305-b3de-f356dd8b94b4,,,0.0,0.0,0.0
hr_employee_c1774341684783_pay_employee,base.main_company,[C1774341684783] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774341684783_pay_employee_7343,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,58741026-18db-4ca1-9008-1df64fe85e90,,,0.0,0.0,0.0
hr_employee_c1774341684783_pay_employee_753,base.main_company,[C1774341684783] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774341684783_pay_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,f863d32a-6946-444a-85b6-681c02aab73c,,,0.0,0.0,0.0
hr_employee_c1774341909446_pay_employee,base.main_company,[C1774341909446] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774341909446_pay_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,3eea42e7-2ad7-4be9-ab4a-940eb1773b00,,,0.0,0.0,0.0
hr_employee_c1774341909446_pay_employee_755,base.main_company,[C1774341909446] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774341909446_pay_employee_7346,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,0a2c48fd-47db-425e-a6be-3acb6846eb2b,,,0.0,0.0,0.0
hr_employee_c1774342284379_pay_employee,base.main_company,[C1774342284379] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774342284379_pay_employee_7349,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,66c44478-3f5c-49b0-b171-876a0ac07944,,,0.0,0.0,0.0
hr_employee_c1774408475024_pay_employee,base.main_company,[C1774408475024] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774408475024_pay_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,eb5625e8-08e4-45a4-a5e3-14f01ee10b6f,,,0.0,0.0,0.0
hr_employee_c1774597590972_pay_employee,base.main_company,[C1774597590972] PAY Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_c1774597590972_pay_employee_7355,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,fb9886e7-5d8e-4b4b-a77f-0144612fd62e,,,0.0,0.0,0.0
hr_employee_crawl_1774340169936_e2e_employee,base.main_company,[CRAWL-1774340169936] E2E Employee,1,0,,,0112 687 916,,1774340172414@e2e.example.com,Jinasena_MasterData_Common.res_partner_crawl_1774340169936_e2e_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,0292761e-5efe-4e9f-8816-7d226a8458d3,,,0.0,0.0,0.0
hr_employee_crawl_1774340219661_e2e_employee,base.main_company,[CRAWL-1774340219661] E2E Employee,1,0,,,0112 687 916,,1774340221309@e2e.example.com,Jinasena_MasterData_Common.res_partner_crawl_1774340219661_e2e_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,da72565b-1ffe-411f-bce4-580d24947062,,,0.0,0.0,0.0
hr_employee_crawl_1774340246306_pay_e2e_employee,base.main_company,[CRAWL-1774340246306] PAY-E2E Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_crawl_1774340246306_pay_e2e_employee_7332,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,82a26df2-ce6f-421f-9acf-2eb46f1bae2e,,,0.0,0.0,0.0
hr_employee_crawl_1774340246306_pay_e2e_employee_742,base.main_company,[CRAWL-1774340246306] PAY-E2E Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_crawl_1774340246306_pay_e2e_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,f74a27f0-a596-488c-a9f7-0c86880c9311,,,0.0,0.0,0.0
hr_employee_crawl_1774340298987_pay_e2e_employee,base.main_company,[CRAWL-1774340298987] PAY-E2E Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_crawl_1774340298987_pay_e2e_employee_7334,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,2a704013-ab7f-4d98-aa18-419bc819d64c,,,0.0,0.0,0.0
hr_employee_crawl_1774340298987_pay_e2e_employee_744,base.main_company,[CRAWL-1774340298987] PAY-E2E Employee,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_crawl_1774340298987_pay_e2e_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,acd1dd5f-c4ac-4c10-b8a3-092943a65073,,,0.0,0.0,0.0
hr_employee_test_1773721870278_emp_test_employee,base.main_company,[TEST-1773721870278]-EMP Test Employee,1,0,,,0112 687 916,,test.1773721870278@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721870278_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,d516ee04-3bb5-4856-8903-dfcc8395e015,,,0.0,0.0,0.0
hr_employee_test_1773721883537_emp_test_employee,base.main_company,[TEST-1773721883537]-EMP Test Employee,1,0,,,0112 687 916,,test.1773721883537@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721883537_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,1a42e9bd-7060-4f8f-88dc-4b895623831f,,,0.0,0.0,0.0
hr_employee_test_1773721885972_emp_test_employee,base.main_company,[TEST-1773721885972]-EMP Test Employee,1,0,,,0112 687 916,,test.1773721885972@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721885972_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,e446094f-8f6c-4a9a-ab3c-dc949a224ac5,,,0.0,0.0,0.0
hr_employee_test_1773721890031_emp_test_employee,base.main_company,[TEST-1773721890031]-EMP Test Employee,1,0,Jinasena_MasterData_HR.hr_job_software_engineer,Software Engineer,0112 687 916,,test.1773721890031@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721890031_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,Test Contact,,0,employee,,,,1,,0.0,0.0,569bddf6-f773-4207-bdb6-3a315f332eeb,,,0.0,0.0,0.0
hr_employee_test_1773721925201_emp_test_employee,base.main_company,[TEST-1773721925201]-EMP Test Employee,1,0,Jinasena_MasterData_HR.hr_job_software_engineer,Software Engineer,0112 687 916,,test.1773721925201@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721925201_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,2a014373-d129-4bd8-aad6-97e1e6cd13dc,,,0.0,0.0,0.0
hr_employee_test_1773721960716_emp_test_employee,base.main_company,[TEST-1773721960716]-EMP Test Employee,1,0,Jinasena_MasterData_HR.hr_job_software_engineer,Software Engineer,0112 687 916,,test.1773721960716@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721960716_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,cf9c8548-b4cc-43b6-8d2c-0ce4609dacc9,,,0.0,0.0,0.0
hr_employee_test_1773721996406_emp_test_employee,base.main_company,[TEST-1773721996406]-EMP Test Employee,1,0,,,0112 687 916,,test.1773721996406@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773721996406_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,2da45cbb-8a3b-4ed9-bfe3-d93d26a0784c,,,0.0,0.0,0.0
hr_employee_test_1773722031889_emp_test_employee,base.main_company,[TEST-1773722031889]-EMP Test Employee,1,0,,,0112 687 916,,test.1773722031889@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722031889_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,8dba863c-bcd2-429e-9171-f807de89b560,,,0.0,0.0,0.0
hr_employee_test_1773722135940_dupname_duplicate_emp,base.main_company,[TEST-1773722135940]-DUPNAME Duplicate Employee,1,0,,,0112 687 916,,test.1773722135940@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722135940_dupname_duplicate_emp_6760,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,31048111-a66f-4886-86af-5f49c89d161a,,,0.0,0.0,0.0
hr_employee_test_1773722135940_dupname_duplicate_emp_170,base.main_company,[TEST-1773722135940]-DUPNAME Duplicate Employee,1,0,,,0112 687 916,,test.1773722135940@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722135940_dupname_duplicate_emp,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,972f5d11-6734-407a-846b-d163df746f3c,,,0.0,0.0,0.0
hr_employee_test_1773722190080_inv_email_test,base.main_company,[TEST-1773722190080]-INV-EMAIL Test,1,0,,,0112 687 916,,not-a-valid-email,Jinasena_MasterData_Common.res_partner_test_1773722190080_inv_email_test,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,21982f30-be7c-45e0-84e5-be5bfed2bbb4,,,0.0,0.0,0.0
hr_employee_test_1773722199928_emp_test_employee,base.main_company,[TEST-1773722199928]-EMP Test Employee,1,0,Jinasena_MasterData_HR.hr_job_software_engineer,Software Engineer,0112 687 916,,test.1773722199928@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722199928_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,29865c8b-cac4-4518-9d4d-4ae0fe1e0dc5,,,0.0,0.0,0.0
hr_employee_test_1773722235717_emp_test_employee,base.main_company,[TEST-1773722235717]-EMP Test Employee,1,0,Jinasena_MasterData_HR.hr_job_software_engineer,Software Engineer,0112 687 916,,test.1773722235717@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722235717_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,b61241cb-06eb-404c-83b1-9dd05e89350c,,,0.0,0.0,0.0
hr_employee_test_1773722271518_emp_test_employee,base.main_company,[TEST-1773722271518]-EMP Test Employee,1,0,,,0112 687 916,,test.1773722271518@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722271518_emp_test_employee,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,14273ad0-5f5b-4679-94d2-de5a425da7be,,,0.0,0.0,0.0
hr_employee_test_1773722307394_longname_aaaaaaaaaaaa,base.main_company,[TEST-1773722307394]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1,0,,,0112 687 916,,,Jinasena_MasterData_Common.res_partner_test_1773722307394_longname_aaaaaaaaaaaa,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,b77debd5-ceae-465d-89f2-9c59c7acc6c7,,,0.0,0.0,0.0
hr_employee_test_1773722371696_special_o_brien,base.main_company,[TEST-1773722371696]-SPECIAL O'Brien,1,0,,,0112 687 916,,test.1773722371696@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722371696_special_o_brien,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,b215850f-e4e4-4cb8-bc88-61f2806e0fc0,,,0.0,0.0,0.0
hr_employee_test_1773722408775_xss_script_alert_1_sc,base.main_company,[TEST-1773722408775]-XSS <script>alert(1)</script>,1,0,,,0112 687 916,,test.1773722408775@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722408775_xss_script_alert_1_sc,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,a4af4047-4d2a-4abb-8fb6-5a1454067590,,,0.0,0.0,0.0
hr_employee_test_1773722408775_xss_script_alert_1_sc_177,base.main_company,[TEST-1773722408775]-XSS <script>alert(1)</script>,1,0,,,0112 687 916,,test.1773722408775@test.example.com,Jinasena_MasterData_Common.res_partner_test_1773722408775_xss_script_alert_1_sc_6768,,,,,,,,,,single,,,0,,,,other,,,,,0,employee,,,,1,,0.0,0.0,d3667147-668e-4370-831a-3f61981b435b,,,0.0,0.0,0.0
